run_id,paper_task,paper_model,paper_variant,epsilon,legacy_task,legacy_model,legacy_tag,n_seeds,seed_ids,source_pattern,source_files,task_rmse_mean,task_rmse_sd,post_hold_1000_rmse_mean,post_hold_1000_rmse_sd,normal_kick_1x_recovery_500_rmse_mean,normal_kick_1x_recovery_500_rmse_sd,tangent_shift_recovery_500_rmse_mean,tangent_shift_recovery_500_rmse_sd,persistent_coordinate_count_mean,persistent_coordinate_count_sd,retention_sum_mean,retention_sum_sd,trainable_parameter_count_mean,trainable_parameter_count_sd,wall_time_seconds_mean,wall_time_seconds_sd
epsilon_sensitivity.torus_integrate.eps3e-5,torus_integrate,CA-LRU,state-dependent update,3e-5,torus_integrate,PAN-RNW-full,am_lru_rnw_eps3e-5,3,"0,1,2",exp88_writer_sweep_results/torus_integrate_am_lru_rnw_eps3e-5_seed*.json,exp88_writer_sweep_results/torus_integrate_am_lru_rnw_eps3e-5_seed0.json;exp88_writer_sweep_results/torus_integrate_am_lru_rnw_eps3e-5_seed1.json;exp88_writer_sweep_results/torus_integrate_am_lru_rnw_eps3e-5_seed2.json,0.00690359963725,0.000788547036526,0.00690359948203,0.000788547078896,0.023649930954,0.00394009609892,0.00691808046152,0.000759757000947,6,0,18.8117593129,0.101452352181,57507,0,4612.33035175,146.58206278
epsilon_sensitivity.torus_integrate.eps1e-4,torus_integrate,CA-LRU,state-dependent update,1e-4,torus_integrate,PAN-RNW-full,am_lru_rnw_eps1e-4,3,"0,1,2",exp88_writer_sweep_results/torus_integrate_am_lru_rnw_eps1e-4_seed*.json,exp88_writer_sweep_results/torus_integrate_am_lru_rnw_eps1e-4_seed0.json;exp88_writer_sweep_results/torus_integrate_am_lru_rnw_eps1e-4_seed1.json;exp88_writer_sweep_results/torus_integrate_am_lru_rnw_eps1e-4_seed2.json,0.00737940690791,0.00263288814371,0.00737940690791,0.00263288814371,0.0240533072501,0.00425151916331,0.00739583062629,0.00260153302142,5.66666666667,0.57735026919,5.67838573456,0.577123420505,57507,0,4772.11428722,243.540312586
epsilon_sensitivity.complex_curve_hold.eps0,complex_curve_hold,CA-LRU,state-dependent update,0,complex_curve_hold,PAN-RNW-full,am_lru_rnw_eps0,3,"0,1,2",exp88_writer_sweep_results/complex_curve_hold_am_lru_rnw_eps0_seed*.json,exp88_writer_sweep_results/complex_curve_hold_am_lru_rnw_eps0_seed0.json;exp88_writer_sweep_results/complex_curve_hold_am_lru_rnw_eps0_seed1.json;exp88_writer_sweep_results/complex_curve_hold_am_lru_rnw_eps0_seed2.json,0.00345070438925,0.00148144703708,0.00345994039283,0.00143956670017,0.0237438076486,0.00121329595287,0.00345705837632,0.00144266001102,4.66666666667,0.57735026919,90.9335784912,0.119411296861,57219,0,3059.1855646,101.030652071
epsilon_sensitivity.complex_curve_hold.eps3e-5,complex_curve_hold,CA-LRU,state-dependent update,3e-5,complex_curve_hold,PAN-RNW-full,am_lru_rnw_eps3e-5,3,"0,1,2",exp88_writer_sweep_results/complex_curve_hold_am_lru_rnw_eps3e-5_seed*.json,exp88_writer_sweep_results/complex_curve_hold_am_lru_rnw_eps3e-5_seed0.json;exp88_writer_sweep_results/complex_curve_hold_am_lru_rnw_eps3e-5_seed1.json;exp88_writer_sweep_results/complex_curve_hold_am_lru_rnw_eps3e-5_seed2.json,0.00336212106049,0.00188390411782,0.00336212106049,0.00188390411782,0.0226948596537,0.00140197104168,0.00336284846223,0.00187921950773,4.33333333333,0.57735026919,17.2334067027,0.505513445782,57219,0,2985.93772531,154.773148602
epsilon_sensitivity.complex_curve_hold.eps1e-4,complex_curve_hold,CA-LRU,state-dependent update,1e-4,complex_curve_hold,PAN-RNW-full,am_lru_rnw_eps1e-4,3,"0,1,2",exp88_writer_sweep_results/complex_curve_hold_am_lru_rnw_eps1e-4_seed*.json,exp88_writer_sweep_results/complex_curve_hold_am_lru_rnw_eps1e-4_seed0.json;exp88_writer_sweep_results/complex_curve_hold_am_lru_rnw_eps1e-4_seed1.json;exp88_writer_sweep_results/complex_curve_hold_am_lru_rnw_eps1e-4_seed2.json,0.00541700779771,0.00257700408173,0.00541700779771,0.00257700408173,0.0229788745443,0.00145207485263,0.00543492939323,0.00257954618282,4.33333333333,0.57735026919,4.34513759613,0.577243593529,57219,0,3047.80387656,110.07131364
epsilon_sensitivity.complex_curve_integrate.eps0,complex_curve_integrate,CA-LRU,state-dependent update,0,complex_curve_integrate,PAN-RNW-full,am_lru_rnw_eps0,3,"0,1,2",exp88_writer_sweep_results/complex_curve_integrate_am_lru_rnw_eps0_seed*.json,exp88_writer_sweep_results/complex_curve_integrate_am_lru_rnw_eps0_seed0.json;exp88_writer_sweep_results/complex_curve_integrate_am_lru_rnw_eps0_seed1.json;exp88_writer_sweep_results/complex_curve_integrate_am_lru_rnw_eps0_seed2.json,0.00659524168198,0.00282968971013,0.00817484858756,0.00338815351837,0.012963709111,0.00258040164245,0.00790692617496,0.00304892417294,10,1,91.2019093831,0.0115178019003,57219,0,4088.97115684,14.2000309661
epsilon_sensitivity.complex_curve_integrate.eps3e-5,complex_curve_integrate,CA-LRU,state-dependent update,3e-5,complex_curve_integrate,PAN-RNW-full,am_lru_rnw_eps3e-5,3,"0,1,2",exp88_writer_sweep_results/complex_curve_integrate_am_lru_rnw_eps3e-5_seed*.json,exp88_writer_sweep_results/complex_curve_integrate_am_lru_rnw_eps3e-5_seed0.json;exp88_writer_sweep_results/complex_curve_integrate_am_lru_rnw_eps3e-5_seed1.json;exp88_writer_sweep_results/complex_curve_integrate_am_lru_rnw_eps3e-5_seed2.json,0.00597242731601,0.00138467846669,0.00597242731601,0.00138467846669,0.0125547119727,0.000747528080247,0.00589138207336,0.00156129004418,7.33333333333,0.57735026919,19.9226315816,0.437832638121,57219,0,4241.82198747,172.08369169
epsilon_sensitivity.complex_curve_integrate.eps1e-4,complex_curve_integrate,CA-LRU,state-dependent update,1e-4,complex_curve_integrate,PAN-RNW-full,am_lru_rnw_eps1e-4,3,"0,1,2",exp88_writer_sweep_results/complex_curve_integrate_am_lru_rnw_eps1e-4_seed*.json,exp88_writer_sweep_results/complex_curve_integrate_am_lru_rnw_eps1e-4_seed0.json;exp88_writer_sweep_results/complex_curve_integrate_am_lru_rnw_eps1e-4_seed1.json;exp88_writer_sweep_results/complex_curve_integrate_am_lru_rnw_eps1e-4_seed2.json,0.0036239590651,0.000635573407525,0.0036239590651,0.000635573407525,0.0118697099388,0.000300224127075,0.00338423616874,0.000364617102264,6.66666666667,1.15470053838,6.67834297816,1.15443170595,57219,0,4247.64147592,211.094215566
epsilon_sensitivity.surface_hold.eps0,surface_hold,CA-LRU,state-dependent update,0,surface_hold,PAN-RNW-full,am_lru_rnw_eps0,3,"0,1,2",exp88_writer_sweep_results/surface_hold_am_lru_rnw_eps0_seed*.json,exp88_writer_sweep_results/surface_hold_am_lru_rnw_eps0_seed0.json;exp88_writer_sweep_results/surface_hold_am_lru_rnw_eps0_seed1.json;exp88_writer_sweep_results/surface_hold_am_lru_rnw_eps0_seed2.json,0.00186971417861,0.000953949975672,0.00203086237889,0.000915680906271,0.0163488651936,0.00127646938494,0.00207329650099,0.00089722584505,6,1,91.087735494,0.0622589794636,57123,0,3321.94218453,147.260681817
epsilon_sensitivity.surface_hold.eps3e-5,surface_hold,CA-LRU,state-dependent update,3e-5,surface_hold,PAN-RNW-full,am_lru_rnw_eps3e-5,3,"0,1,2",exp88_writer_sweep_results/surface_hold_am_lru_rnw_eps3e-5_seed*.json,exp88_writer_sweep_results/surface_hold_am_lru_rnw_eps3e-5_seed0.json;exp88_writer_sweep_results/surface_hold_am_lru_rnw_eps3e-5_seed1.json;exp88_writer_sweep_results/surface_hold_am_lru_rnw_eps3e-5_seed2.json,0.00169009230255,0.000219073182928,0.00169009230255,0.000219073182928,0.0161177708457,0.00133400525883,0.00170247753461,0.000225649097028,4.33333333333,0.57735026919,17.5566546122,0.37198754229,57123,0,3272.32503939,166.769109888
epsilon_sensitivity.surface_hold.eps1e-4,surface_hold,CA-LRU,state-dependent update,1e-4,surface_hold,PAN-RNW-full,am_lru_rnw_eps1e-4,3,"0,1,2",exp88_writer_sweep_results/surface_hold_am_lru_rnw_eps1e-4_seed*.json,exp88_writer_sweep_results/surface_hold_am_lru_rnw_eps1e-4_seed0.json;exp88_writer_sweep_results/surface_hold_am_lru_rnw_eps1e-4_seed1.json;exp88_writer_sweep_results/surface_hold_am_lru_rnw_eps1e-4_seed2.json,0.00378653601122,0.00134394265927,0.00378653601122,0.00134394265927,0.0163117016976,0.00140890023457,0.00378311285749,0.00131869668588,4.33333333333,0.57735026919,4.34528382619,0.577168990234,57123,0,3308.62102119,126.062680284
epsilon_sensitivity.surface_integrate.eps0,surface_integrate,CA-LRU,state-dependent update,0,surface_integrate,PAN-RNW-full,am_lru_rnw_eps0,3,"0,1,2",exp88_writer_sweep_results/surface_integrate_am_lru_rnw_eps0_seed*.json,exp88_writer_sweep_results/surface_integrate_am_lru_rnw_eps0_seed0.json;exp88_writer_sweep_results/surface_integrate_am_lru_rnw_eps0_seed1.json;exp88_writer_sweep_results/surface_integrate_am_lru_rnw_eps0_seed2.json,0.0109806585436,0.00342328626293,0.0119700698803,0.00301732902777,0.0240680302183,0.0011336375534,0.0116990506649,0.00312169193834,5.66666666667,0.57735026919,91.0028508504,0.112981766324,57123,0,6137.88701932,2423.35321904
epsilon_sensitivity.surface_integrate.eps3e-5,surface_integrate,CA-LRU,state-dependent update,3e-5,surface_integrate,PAN-RNW-full,am_lru_rnw_eps3e-5,3,"0,1,2",exp88_writer_sweep_results/surface_integrate_am_lru_rnw_eps3e-5_seed*.json,exp88_writer_sweep_results/surface_integrate_am_lru_rnw_eps3e-5_seed0.json;exp88_writer_sweep_results/surface_integrate_am_lru_rnw_eps3e-5_seed1.json;exp88_writer_sweep_results/surface_integrate_am_lru_rnw_eps3e-5_seed2.json,0.0080571093907,0.00177320414353,0.0080571093907,0.00177320414353,0.0233164144059,0.00110325210097,0.0079598412849,0.00147991940684,4.33333333333,0.57735026919,17.3298536936,0.347732257382,57123,0,7437.69059626,2306.0294145
epsilon_sensitivity.surface_integrate.eps1e-4,surface_integrate,CA-LRU,state-dependent update,1e-4,surface_integrate,PAN-RNW-full,am_lru_rnw_eps1e-4,3,"0,1,2",exp88_writer_sweep_results/surface_integrate_am_lru_rnw_eps1e-4_seed*.json,exp88_writer_sweep_results/surface_integrate_am_lru_rnw_eps1e-4_seed0.json;exp88_writer_sweep_results/surface_integrate_am_lru_rnw_eps1e-4_seed1.json;exp88_writer_sweep_results/surface_integrate_am_lru_rnw_eps1e-4_seed2.json,0.00928586628288,0.0025055410609,0.00928586628288,0.0025055410609,0.0233818466465,0.00101258552848,0.00915923280021,0.00223439388289,4.33333333333,0.57735026919,4.34515682856,0.57722404423,57123,0,6986.58804997,2223.98010164
